Count,Name,Edition,Condition,Language,Foil,Collector Number,Alter,Proxy,Purchase Price
1,Leechridden Swamp,J22,NM,en,,137,FALSE,FALSE,
1,Legions to Ashes,BRO,NM,en,foil,215,FALSE,FALSE,
1,Leonin Arbiter,SOM,NM,en,,14,FALSE,FALSE,
1,Leonin Armorguard,ARB,NM,en,,72,FALSE,FALSE,
1,Leonin Scimitar,10E,NM,en,,331,FALSE,FALSE,
1,Leonin Scimitar,MRD,NM,en,,193,FALSE,FALSE,
2,Lethal Exploit,NEO,NM,en,,107,FALSE,FALSE,
5,Levitation,M10,NM,en,,60,FALSE,FALSE,
1,Leyline of Abundance,WOT,NM,en,,56,FALSE,FALSE,
1,Leyline of the Void,M11,NM,en,,101,FALSE,FALSE,
1,Lictor,40K,NM,en,,94,FALSE,FALSE,
1,Liege of the Hollows,WL,NM,en,,,FALSE,FALSE,
1,Lifeblood Hydra,C14,NM,en,,45,FALSE,FALSE,
1,Lifelink,M10,NM,en,,18,FALSE,FALSE,
4,Light the Way,NEO,NM,en,,24,FALSE,FALSE,
1,"Light-Paws, Emperor's Voice",NEO,NM,en,,25,FALSE,FALSE,
1,Lightning Bolt,M11,NM,en,,149,FALSE,FALSE,
1,Lightning Talons,ALA,NM,en,,107,FALSE,FALSE,
1,Likeness Looter,WOE,NM,en,,208,FALSE,FALSE,
1,Likeness Looter,WOE,NM,en,foil,208,FALSE,FALSE,
1,Lilypad Village,BLB,NM,en,foil,255,FALSE,FALSE,
1,Lim-Dul's Hex,ICE,NM,en,,,FALSE,FALSE,
1,Lithomantic Barrage,MOM,NM,en,,152,FALSE,FALSE,
1,Livewire Lash,SOM,NM,en,,172,FALSE,FALSE,
1,Living Lectern,WOE,NM,en,,59,FALSE,FALSE,
1,Llanowar Elves,DOM,NM,en,,168,FALSE,FALSE,
1,Llanowar Wastes,BLC,NM,en,,315,FALSE,FALSE,
1,Loathsome Curator,MH2,NM,en,,91,FALSE,FALSE,
1,Locthwain Gargoyle,ELD,NM,en,,225,FALSE,FALSE,
1,Locthwain Paladin,ELD,NM,en,,93,FALSE,FALSE,
1,Looming Shade,M10,NM,en,,103,FALSE,FALSE,
1,Loran's Escape,BRO,NM,en,,14,FALSE,FALSE,
1,"Loran, Disciple of History",BRO,NM,en,,13,FALSE,FALSE,
1,Lord Skitter's Blessing,WOE,NM,en,,98,FALSE,FALSE,
1,Lord Skitter's Butcher,WOE,NM,en,,99,FALSE,FALSE,
1,"Lord Skitter, Sewer King",WOE,NM,en,,97,FALSE,FALSE,
1,Lorescale Coatl,ARB,NM,en,foil,101,FALSE,FALSE,
2,Lorien Revealed,LTR,NM,en,,60,FALSE,FALSE,
1,Lost Isle Calling,LTR,NM,en,,444,FALSE,FALSE,
1,Lost Leonin,NPH,NM,en,,13,FALSE,FALSE,
1,Lothlorien Lookout,LTR,NM,en,,175,FALSE,FALSE,
1,Loyal Guardian,NEC,NM,en,,121,FALSE,FALSE,
1,"Lucas, the Sharpshooter",SLD,NM,en,foil,344,FALSE,FALSE,
1,Lucky Offering,NEO,NM,en,,27,FALSE,FALSE,
1,Ludevic's Test Subject,ISD,NM,en,foil,64,FALSE,FALSE,
1,Lull,DMR,NM,en,,345,FALSE,FALSE,
1,Lull,DMR,NM,en,,169,FALSE,FALSE,
1,Lumengrid Gargoyle,MBS,NM,en,,112,FALSE,FALSE,
1,Macetail Hystrodon,DMR,NM,en,,130,FALSE,FALSE,
2,Machine Over Matter,BRO,NM,en,,57,FALSE,FALSE,
1,Maelstrom Pulse,BLC,NM,en,,126,FALSE,FALSE,
1,Mage Slayer,ARB,NM,en,,57,FALSE,FALSE,
1,Mage Slayer,NEC,NM,en,,140,FALSE,FALSE,
1,Magma Pummeler,VOW,NM,en,,169,FALSE,FALSE,
1,Magus Lucea Kane,40K,NM,en,foil,7,FALSE,FALSE,
1,Magus of the Candelabra,BBD,NM,en,,206,FALSE,FALSE,
1,Malakir Rebirth,ZNR,NM,en,,111,FALSE,FALSE,
1,Malamet Scythe,LCI,NM,en,,200,FALSE,FALSE,
1,Malamet Veteran,LCI,NM,en,,201,FALSE,FALSE,
1,Malamet War Scribe,LCI,NM,en,,21,FALSE,FALSE,
1,Malanthrope,40K,NM,en,,132,FALSE,FALSE,
1,"Malcator, Purity Overseer",ONE,NM,en,foil,208,FALSE,FALSE,
1,"Malcolm, Alluring Scoundrel",LCI,NM,en,,63,FALSE,FALSE,
1,Malevolent Noble,ELD,NM,en,,95,FALSE,FALSE,
1,Mana Flare,WOT,NM,en,,46,FALSE,FALSE,
1,Mandible Justiciar,ONE,NM,en,,21,FALSE,FALSE,
2,Maraleaf Rider,ELD,NM,en,,166,FALSE,FALSE,
1,Marauding Dreadship,MOM,NM,en,,153,FALSE,FALSE,
1,March of Burgeoning Life,NEO,NM,en,,201,FALSE,FALSE,
1,March of Progress,BRC,NM,en,,55,FALSE,FALSE,
1,March of Swirling Mist,NEO,NM,en,,372,FALSE,FALSE,
1,Mark of Eviction,RAV,NM,en,,58,FALSE,FALSE,
1,Mark of Fury,UD,NM,en,,93,FALSE,FALSE,
1,Mark of the Vampire,M13,NM,en,,99,FALSE,FALSE,
1,Marrow Shards,NPH,NM,en,,15,FALSE,FALSE,
2,Marsh Flats,MH2,NM,en,,476,FALSE,FALSE,
2,Mask of the Jadecrafter,BRO,NM,en,,201,FALSE,FALSE,
1,Maskwood Nexus,BLC,NM,en,,279,FALSE,FALSE,
1,Mass Manipulation,RNA,NM,en,,42,FALSE,FALSE,
1,Massacre Wurm,J22,NM,en,,441,FALSE,FALSE,
1,Master Splicer,NPH,NM,en,,16,FALSE,FALSE,
3,Master's Guide-Mural,LCI,NM,en,,233,FALSE,FALSE,
1,Mawloc,40K,NM,en,,133,FALSE,FALSE,
1,"Max, the Daredevil",SLD,NM,en,foil,345,FALSE,FALSE,
1,Maze Skullbomb,ONE,NM,en,,231,FALSE,FALSE,
2,Maze's Mantle,ONE,NM,en,,174,FALSE,FALSE,
4,Mech Hangar,NEO,NM,en,,270,FALSE,FALSE,
1,Meddle,ONS,NM,en,,92,FALSE,FALSE,
3,Meldweb Curator,ONE,NM,en,,59,FALSE,FALSE,
1,Meldweb Strider,ONE,NM,en,,60,FALSE,FALSE,
1,Memory Sluice,SHM,NM,en,,170,FALSE,FALSE,
1,Memory Theft,ELD,NM,en,,96,FALSE,FALSE,
3,Merfolk Coralsmith,WOE,NM,en,,60,FALSE,FALSE,
1,Merfolk Secretkeeper,ELD,NM,en,,53,FALSE,FALSE,
1,Meriadoc Brandybuck,LTR,NM,en,,177,FALSE,FALSE,
1,Merrow Grimeblotter,SHM,NM,en,,171,FALSE,FALSE,
4,Metalwork Colossus,KLD,NM,en,,222,FALSE,FALSE,
1,Metropolis Angel,SNC,NM,en,,203,FALSE,FALSE,
1,Might of the Ancestors,LCI,NM,en,,23,FALSE,FALSE,
2,Mightstone's Animation,BRO,NM,en,,58,FALSE,FALSE,
1,Mighty Leap,M11,NM,en,,22,FALSE,FALSE,
1,Mighty Servant of Leuk-o,CLB,NM,en,,324,FALSE,FALSE,
1,"Mike, the Dungeon Master",SLD,NM,en,foil,346,FALSE,FALSE,
1,"Mikokoro, Center of the Sea",DMC,NM,en,,217,FALSE,FALSE,
1,Militant Inquisitor,SOI,NM,en,,26,FALSE,FALSE,
1,Military Discipline,BRO,NM,en,,17,FALSE,FALSE,
1,Millstone,BRR,NM,en,,32,FALSE,FALSE,
1,"Minamo, School at Water's Edge",CHK,NM,en,,279,FALSE,FALSE,
1,Mind Control,M10,NM,en,,63,FALSE,FALSE,
1,"Mind Flayer, the Shadow",SLD,NM,en,foil,340,FALSE,FALSE,
1,Mind Rot,M10,NM,en,,105,FALSE,FALSE,
1,Mind Rot,M11,NM,en,,105,FALSE,FALSE,
1,Mind Rot,M13,NM,en,,100,FALSE,FALSE,
1,Mine Worker,BRO,NM,en,,239,FALSE,FALSE,
1,Miner's Guidewing,LCI,NM,en,,24,FALSE,FALSE,
1,Minion Reflector,ALA,NM,en,foil,211,FALSE,FALSE,
3,Mintstrosity,WOE,NM,en,,100,FALSE,FALSE,
1,Mirkwood Bats,LTR,NM,en,foil,421,FALSE,FALSE,
1,Mirran Banesplitter,MOM,NM,en,,154,FALSE,FALSE,
1,Mirran Bardiche,ONE,NM,en,,22,FALSE,FALSE,
1,Mischievous Quanar,SCG,NM,en,,42,FALSE,FALSE,
1,Mishra's Command,BRO,NM,en,,141,FALSE,FALSE,
1,Mishra's Domination,BRO,NM,en,,142,FALSE,FALSE,
1,Mishra's Factory,DMR,NM,en,,399,FALSE,FALSE,
2,Mishra's Juggernaut,BRO,NM,en,,161,FALSE,FALSE,
1,Mishra's Onslaught,BRO,NM,en,,143,FALSE,FALSE,
2,"Mishra, Excavation Prodigy",BRO,NM,en,,140,FALSE,FALSE,
1,"Mishra, Tamer of Mak Fawa",BRO,NM,en,,217,FALSE,FALSE,
3,Misleading Motes,WOE,NM,en,,61,FALSE,FALSE,
2,Mistford River Turtle,ELD,NM,en,,56,FALSE,FALSE,
1,Mists of Lorien,LTC,NM,en,,501,FALSE,FALSE,
2,Mistvein Borderpost,ARB,NM,en,,27,FALSE,FALSE,
2,Misty Rainforest,MH2,NM,en,,477,FALSE,FALSE,
1,Misty Rainforest,ZEN,NM,en,,220,FALSE,FALSE,
1,Mithril Coat,LTR,NM,en,,245,FALSE,FALSE,
1,Mnemonic Sphere,NEO,NM,en,,64,FALSE,FALSE,
3,Moat Piranhas,M20,NM,en,,67,FALSE,FALSE,
1,Mobile Garrison,AER,NM,en,,165,FALSE,FALSE,
1,Mobilized District,DMC,NM,en,,218,FALSE,FALSE,
4,Mobilizer Mech,NEO,NM,en,,65,FALSE,FALSE,
3,Mocking Sprite,WOE,NM,en,,62,FALSE,FALSE,
1,Mogg War Marshal,DMR,NM,en,,326,FALSE,FALSE,
1,"Moira, Urborg Haunt",DMC,NM,en,,6,FALSE,FALSE,
1,Moldervine Reclamation,BLC,NM,en,,255,FALSE,FALSE,
1,Moldervine Reclamation,ONC,NM,en,,121,FALSE,FALSE,
1,Molten Collapse,LCI,NM,en,,342,FALSE,FALSE,
1,Molten Frame,CON,NM,en,,69,FALSE,FALSE,
1,Moltensteel Dragon,NPH,NM,en,foil,88,FALSE,FALSE,
1,Moment of Defiance,BRO,NM,en,,108,FALSE,FALSE,
1,Moment of Valor,WOE,NM,en,,20,FALSE,FALSE,
2,Monastery Swiftspear,BRO,NM,en,,144,FALSE,FALSE,
1,"Mondrak, Glory Dominus",ONE,NM,en,,23,FALSE,FALSE,
3,Monstrous Carabid,ARB,NM,en,,43,FALSE,FALSE,
1,Monstrous Rage,WOE,NM,en,,142,FALSE,FALSE,
1,Moonshaker Cavalry,WOE,NM,en,,21,FALSE,FALSE,
2,Moonsnare Prototype,NEO,NM,en,,69,FALSE,FALSE,
3,Moonsnare Prototype,NEO,NM,en,foil,69,FALSE,FALSE,
1,Moonsnare Specialist,NEO,NM,en,,70,FALSE,FALSE,
1,Moonstone Eulogist,BLC,NM,en,,19,FALSE,FALSE,
1,Morbid Opportunist,BLC,NM,en,,183,FALSE,FALSE,
1,Mordor Muster,LTR,NM,en,,96,FALSE,FALSE,
2,Mordor Trebuchet,LTR,NM,en,,97,FALSE,FALSE,
1,Moria Marauder,LTR,NM,en,foil,138,FALSE,FALSE,
1,Mortify,DMC,NM,en,,161,FALSE,FALSE,
3,Mortis Dogs,NPH,NM,en,,66,FALSE,FALSE,
2,Mossfire Valley,NEC,NM,en,,171,FALSE,FALSE,
1,Mosswort Bridge,NCC,NM,en,,415,FALSE,FALSE,
1,Mothrider Patrol,NEO,NM,en,,30,FALSE,FALSE,
6,Mountain,MBS,NM,en,,152,FALSE,FALSE,
3,Mountain,NPH,NM,en,,172,FALSE,FALSE,
4,Mountain,NPH,NM,en,,173,FALSE,FALSE,
3,Mountain,ALA,NM,en,,242,FALSE,FALSE,
6,Mountain,ALA,NM,en,,244,FALSE,FALSE,
1,Mountain,M13,NM,en,,244,FALSE,FALSE,
6,Mountain,ALA,NM,en,,245,FALSE,FALSE,
1,Mountain,ISD,NM,en,,261,FALSE,FALSE,
1,Mountain,ELD,NM,en,,263,FALSE,FALSE,
1,Mountain,ELD,NM,en,,264,FALSE,FALSE,
2,Mountain,WOE,NM,en,,265,FALSE,FALSE,
5,Mountain,DMU,NM,en,,271,FALSE,FALSE,
1,Mountain,WOE,NM,en,,273,FALSE,FALSE,
2,Mountain,WOE,NM,en,,274,FALSE,FALSE,
4,Mountain,LTR,NM,en,,279,FALSE,FALSE,
1,Mountain,MOM,NM,en,,288,FALSE,FALSE,
1,Mountain,LCI,NM,en,,290,FALSE,FALSE,
7,Mountain,40K,NM,en,,315,FALSE,FALSE,
1,Mountain,DMR,NM,en,,408,FALSE,FALSE,
1,Mountain,DMR,NM,en,,409,FALSE,FALSE,
1,Mountain Valley,DMC,NM,en,,219,FALSE,FALSE,
1,"Mr. Orfeo, the Boulder",SNC,NM,en,,320,FALSE,FALSE,
1,Muddle the Mixture,RAV,NM,en,,60,FALSE,FALSE,
1,Multiple Choice,STX,NM,en,,48,FALSE,FALSE,
1,Murderer's Axe,SOI,NM,en,,259,FALSE,FALSE,
1,Murderous Rider,ELD,NM,en,,97,FALSE,FALSE,
1,Mutagenic Growth,NPH,NM,en,,116,FALSE,FALSE,
1,Mutavault,CLB,NM,en,,903,FALSE,FALSE,
1,Mwonvuli Beast Tracker,M13,NM,en,,177,FALSE,FALSE,
2,Mycosynth Fiend,NPH,NM,en,,117,FALSE,FALSE,
1,Mycosynth Wellspring,NPH,NM,en,,145,FALSE,FALSE,
2,Myr Convert,ONE,NM,en,,234,FALSE,FALSE,
2,Myr Custodian,ONE,NM,en,,235,FALSE,FALSE,
6,Myr Kinsmith,ONE,NM,en,,236,FALSE,FALSE,
1,Mysterious Limousine,SNC,NM,en,,22,FALSE,FALSE,
1,Mystic Remora,ICE,NM,en,,,FALSE,FALSE,
2,Mystic Zealot,DMR,NM,en,,16,FALSE,FALSE,
4,Mystical Dispute,ELD,NM,en,,58,FALSE,FALSE,
