Count,Name,Edition,Condition,Language,Foil,Collector Number,Alter,Proxy,Purchase Price
1,Air Marshal,BRO,NM,en,,43,FALSE,FALSE,
1,Ajani's Mantra,M11,NM,en,,2,FALSE,FALSE,
2,Ajani's Pridemate,M11,NM,en,,3,FALSE,FALSE,
1,Akki Battle Squad,NEC,NM,en,,18,FALSE,FALSE,
2,Alchemist's Vial,ORI,NM,en,,220,FALSE,FALSE,
1,"Alesha, Who Smiles at Death",DMC,NM,en,,118,FALSE,FALSE,
1,Algae Gharial,ALA,NM,en,,123,FALSE,FALSE,
1,All Will Be One,ONE,NM,en,,118,FALSE,FALSE,
1,Ambition's Cost,DMC,NM,en,,110,FALSE,FALSE,
2,Ambitious Assault,NEO,NM,en,,133,FALSE,FALSE,
1,Ambulatory Edifice,ONE,NM,en,,79,FALSE,FALSE,
4,Ambuscade,2X2,NM,en,,133,FALSE,FALSE,
1,Ambush Paratrooper,BRO,NM,en,,3,FALSE,FALSE,
2,An Offer You Can't Refuse,SNC,NM,en,,51,FALSE,FALSE,
1,"Anafenza, Kin-Tree Spirit",DMC,NM,en,,97,FALSE,FALSE,
1,"Anafenza, Kin-Tree Spirit",MUL,NM,en,,1,FALSE,FALSE,
2,Ancestors' Aid,LCI,NM,en,,132,FALSE,FALSE,
1,Ancestral Mask,EMA,NM,en,,157,FALSE,FALSE,
3,Ancestral Reminiscence,LCI,NM,en,,45,FALSE,FALSE,
1,Ancient Ziggurat,CON,NM,en,,141,FALSE,FALSE,
1,Angel's Feather,M10,NM,en,,206,FALSE,FALSE,
2,Angel's Mercy,M10,NM,en,,2,FALSE,FALSE,
1,Angelic Arbiter,M11,NM,en,foil,4,FALSE,FALSE,
1,Angelic Intervention,MOM,NM,en,,5,FALSE,FALSE,
1,Anger of the Gods,SLD,NM,en,,1503,FALSE,FALSE,
1,"Animar, Soul of Elements",MB1,NM,en,,1387,FALSE,FALSE,
1,Animist's Awakening,ORI,NM,en,,169,FALSE,FALSE,
1,Annex Sentry,ONE,NM,en,,2,FALSE,FALSE,
2,Annihilating Glare,ONE,NM,en,,80,FALSE,FALSE,
4,Annoyed Altisaur,2X2,NM,en,,134,FALSE,FALSE,
3,Another Chance,LCI,NM,en,,90,FALSE,FALSE,
2,Apostle's Blessing,NPH,NM,en,,2,FALSE,FALSE,
1,Aquamoeba,DMR,NM,en,,38,FALSE,FALSE,
1,Aquatic Alchemist,WOE,NM,en,,40,FALSE,FALSE,
1,"Aragorn, Company Leader",LTR,NM,en,,410,FALSE,FALSE,
1,"Aragorn, Company Leader",LTR,NM,en,,191,FALSE,FALSE,
2,"Arashi, the Sky Asunder",C21,NM,en,,185,FALSE,FALSE,
1,Arasta of the Endless Web,BLC,NM,en,,205,FALSE,FALSE,
1,Arbalest Engineers,BRO,NM,en,,206,FALSE,FALSE,
1,Arc Trail,SOM,NM,en,,81,FALSE,FALSE,
1,Arcane Signet,40K,NM,en,,227,FALSE,FALSE,
1,Arcane Signet,BLC,NM,en,,127,FALSE,FALSE,
1,Arcane Signet,C21,NM,en,,234,FALSE,FALSE,
1,Arcane Signet,DMC,NM,en,,177,FALSE,FALSE,
1,Arcane Signet,NEC,NM,en,,144,FALSE,FALSE,
1,Arcbound Slasher,MH2,NM,en,,111,FALSE,FALSE,
1,Archfiend of the Dross,ONE,NM,en,,304,FALSE,FALSE,
1,Architects of Will,ARB,NM,en,,17,FALSE,FALSE,
1,Archive Dragon,WOE,NM,en,,41,FALSE,FALSE,
1,Archon of Absolution,ELD,NM,en,,3,FALSE,FALSE,
1,Archon's Glory,WOE,NM,en,,2,FALSE,FALSE,
1,Ardenvale Tactician,ELD,NM,en,,5,FALSE,FALSE,
1,Argentum Armor,AFC,NM,en,,198,FALSE,FALSE,
1,Argentum Masticore,ONE,NM,en,,222,FALSE,FALSE,
1,"Argoth, Sanctum of Nature",BRO,NM,en,,256,FALSE,FALSE,
2,Argothian Opportunist,BRO,NM,en,,167,FALSE,FALSE,
1,Argothian Opportunist,BRO,NM,en,foil,167,FALSE,FALSE,
2,Arid Mesa,MH2,NM,en,,475,FALSE,FALSE,
1,"Arixmethes, Slumbering Isle",MUL,NM,en,,32,FALSE,FALSE,
1,Armguard Familiar,NEO,NM,en,,46,FALSE,FALSE,
2,Armored Ascension,M11,NM,en,,5,FALSE,FALSE,
1,Armored Cancrix,M11,NM,en,,44,FALSE,FALSE,
3,Armored Kincaller,LCI,NM,en,,174,FALSE,FALSE,
3,Armory Mice,WOE,NM,en,,3,FALSE,FALSE,
1,Arrest,SOM,NM,en,,2,FALSE,FALSE,
1,Artificer's Assistant,DOM,NM,en,,44,FALSE,FALSE,
1,Artillerize,NPH,NM,en,,79,FALSE,FALSE,
1,Arvad the Cursed,DMC,NM,en,,141,FALSE,FALSE,
2,As Foretold,WOT,NM,en,,14,FALSE,FALSE,
1,Ascendant Acolyte,NEC,NM,en,,24,FALSE,FALSE,
1,Ash Barrens,40K,NM,en,,265,FALSE,FALSE,
1,"Ash, Party Crasher",WOE,NM,en,,201,FALSE,FALSE,
1,Ashling the Pilgrim,DMC,NM,en,,119,FALSE,FALSE,
1,Ashnod's Altar,BRR,NM,en,,4,FALSE,FALSE,
1,Ashnod's Intervention,BRO,NM,en,,85,FALSE,FALSE,
2,Aspirant's Ascent,ONE,NM,en,,40,FALSE,FALSE,
1,Assassinate,M11,NM,en,,81,FALSE,FALSE,
1,Assert Authority,MRD,NM,en,,30,FALSE,FALSE,
1,Astral Cornucopia,BRR,NM,en,,5,FALSE,FALSE,
1,Astral Wingspan,MOM,NM,en,,48,FALSE,FALSE,
1,Atalan Jackal,40K,NM,en,,105,FALSE,FALSE,
1,Atmosphere Surgeon,ONE,NM,en,,41,FALSE,FALSE,
1,Augury Owl,M11,NM,en,,45,FALSE,FALSE,
1,Auramancer,DMR,NM,en,,1,FALSE,FALSE,
2,Auriok Survivors,NPH,NM,en,,3,FALSE,FALSE,
1,Automated Artificer,NEO,NM,en,,239,FALSE,FALSE,
1,Autonomous Assembler,BRO,NM,en,,34,FALSE,FALSE,
1,Avacynian Priest,ISD,NM,en,,4,FALSE,FALSE,
2,Avarax,DMR,NM,en,,112,FALSE,FALSE,
1,Aven Fateshaper,DMR,NM,en,,40,FALSE,FALSE,
1,Avenger of Zendikar,C18,NM,en,,129,FALSE,FALSE,
1,Awaken the Sleeper,ONE,NM,en,,119,FALSE,FALSE,
1,Awaken the Woods,BRO,NM,en,,170,FALSE,FALSE,
4,Axiom Engraver,ONE,NM,en,,120,FALSE,FALSE,
1,"Ayula, Queen Among Bears",MH1,NM,en,,155,FALSE,FALSE,
1,Azusa's Many Journeys,NEO,NM,en,,172,FALSE,FALSE,
