Count,Name,Edition,Condition,Language,Foil,Collector Number,Alter,Proxy,Purchase Price
1,Giant Growth,BRO,NM,en,,183,FALSE,FALSE,
4,Giant Ox,KHM,NM,en,,11,FALSE,FALSE,
1,Gift of Compleation,MOM,NM,en,,106,FALSE,FALSE,
1,Gilded Goose,BLC,NM,en,,221,FALSE,FALSE,
4,Gilded Pinions,SNC,NM,en,foil,238,FALSE,FALSE,
1,Gilder Bairn,EVE,NM,en,,152,FALSE,FALSE,
2,Gimli's Fury,LTR,NM,en,,131,FALSE,FALSE,
2,Gingerbread Cabin,ELD,NM,en,,245,FALSE,FALSE,
1,Gingerbread Hunter,WOE,NM,en,,227,FALSE,FALSE,
4,Gingerbrute,WOE,NM,en,,246,FALSE,FALSE,
2,Gitaxian Raptor,ONE,NM,en,,53,FALSE,FALSE,
1,Gix's Caress,BRO,NM,en,,96,FALSE,FALSE,
1,Gixian Infiltrator,BRO,NM,en,,98,FALSE,FALSE,
4,Glacial Fortress,XLN,NM,en,,255,FALSE,FALSE,
1,Glamer Spinners,SHM,NM,en,,141,FALSE,FALSE,
4,Glass Casket,ELD,NM,en,,15,FALSE,FALSE,
1,Glass Casket,WOE,NM,en,,16,FALSE,FALSE,
1,Glassdust Hulk,ARB,NM,en,,7,FALSE,FALSE,
1,Gleeful Demolition,ONE,NM,en,,134,FALSE,FALSE,
1,Glimmerpost,SOM,NM,en,,227,FALSE,FALSE,
1,Glimpse the Core,LCI,NM,en,,186,FALSE,FALSE,
4,Glint-Nest Crane,KLD,NM,en,,50,FALSE,FALSE,
1,Glissa Sunslayer,ONE,NM,en,,202,FALSE,FALSE,
4,Glistener Elf,NPH,NM,en,,111,FALSE,FALSE,
1,Glistener Seer,ONE,NM,en,,54,FALSE,FALSE,
1,Glistening Oil,NPH,NM,en,,62,FALSE,FALSE,
1,Glorious Gale,LTR,NM,en,,51,FALSE,FALSE,
1,Gluttonous Slime,CON,NM,en,,83,FALSE,FALSE,
1,Gnaw to the Bone,ISD,NM,en,,183,FALSE,FALSE,
1,Gnawing Crescendo,WOE,NM,en,,131,FALSE,FALSE,
1,Gnottvold Hermit,MOM,NM,en,,188,FALSE,FALSE,
1,Go for the Throat,BRO,NM,en,,102,FALSE,FALSE,
1,Go-Shintai of Ancient Wars,NEO,NM,en,,144,FALSE,FALSE,
1,Goblin Balloon Brigade,M11,NM,en,,140,FALSE,FALSE,
1,Goblin Barrage,DOM,NM,en,,128,FALSE,FALSE,
2,Goblin Blast-Runner,BRO,NM,en,,137,FALSE,FALSE,
1,Goblin Firebomb,BRO,NM,en,,235,FALSE,FALSE,
1,Goblin Gaveleer,SOM,NM,en,,92,FALSE,FALSE,
1,Goblin Outlander,CON,NM,en,,109,FALSE,FALSE,
1,Goblin Razerunners,NEC,NM,en,,106,FALSE,FALSE,
2,Godtracker of Jund,ARB,NM,en,,55,FALSE,FALSE,
1,Gold Myr,SOM,NM,en,,157,FALSE,FALSE,
1,Golden Urn,SOM,NM,en,,158,FALSE,FALSE,
1,Golden-Scale Aeronaut,MOM,NM,en,,15,FALSE,FALSE,
1,Golden-Tail Disciple,NEO,NM,en,,15,FALSE,FALSE,
2,Goldwarden's Helm,ONE,NM,en,,13,FALSE,FALSE,
2,Golem's Heart,SOM,NM,en,,161,FALSE,FALSE,
1,Golgari Charm,RTR,NM,en,,164,FALSE,FALSE,
1,Golgari Rot Farm,BLC,NM,en,,308,FALSE,FALSE,
1,Golgari Signet,BLC,NM,en,,272,FALSE,FALSE,
1,Goliath Truck,40K,NM,en,,158,FALSE,FALSE,
1,Gorbag of Minas Morgul,LTR,NM,en,,86,FALSE,FALSE,
2,Gorger Wurm,ARB,NM,en,,56,FALSE,FALSE,
1,Gorgon Flail,M10,NM,en,,211,FALSE,FALSE,
1,Goring Warplow,BRO,NM,en,,120,FALSE,FALSE,
2,"Gothmog, Morgul Lieutenant",LTR,NM,en,,87,FALSE,FALSE,
1,Gourmand's Talent,BLC,NM,en,,31,FALSE,FALSE,
1,Grabby Giant,WOE,NM,en,,133,FALSE,FALSE,
1,Graceful Takedown,WOE,NM,en,,171,FALSE,FALSE,
2,Grasp of Fate,WOT,NM,en,,3,FALSE,FALSE,
1,Grasping Shadows,LCI,NM,en,,108,FALSE,FALSE,
1,Grave Consequences,JUD,NM,en,,67,FALSE,FALSE,
2,Grayscaled Gharial,RAV,NM,en,,52,FALSE,FALSE,
1,Great Hall of the Citadel,LTR,NM,en,,254,FALSE,FALSE,
1,Green Sun's Twilight,ONE,NM,en,,391,FALSE,FALSE,
1,"Greta, Sweettooth Scourge",WOE,NM,en,,205,FALSE,FALSE,
1,Griffin Aerie,WOT,NM,en,,5,FALSE,FALSE,
1,Grim Affliction,NPH,NM,en,,63,FALSE,FALSE,
1,Grim Backwoods,BLC,NM,en,,309,FALSE,FALSE,
2,Grizzled Leotau,ARB,NM,en,,69,FALSE,FALSE,
1,Grotesque Mutation,J22,NM,en,,425,FALSE,FALSE,
1,Grotesque Mutation,SOI,NM,en,,115,FALSE,FALSE,
1,Ground Seal,WOT,NM,en,,54,FALSE,FALSE,
4,Groundswell,WWK,NM,en,,104,FALSE,FALSE,
1,Grove of the Burnwillows,IMA,NM,en,,238,FALSE,FALSE,
1,Grow from the Ashes,DOM,NM,en,,164,FALSE,FALSE,
1,"Grumgully, the Generous",CLB,NM,en,,847,FALSE,FALSE,
1,"Grumgully, the Generous",NEC,NM,en,,138,FALSE,FALSE,
1,Gruul Turf,2X2,NM,en,,407,FALSE,FALSE,
1,Gruul Turf,NEC,NM,en,,170,FALSE,FALSE,
3,Gulping Scraptrap,ONE,NM,en,,96,FALSE,FALSE,
1,Gumdrop Poisoner,WOE,NM,en,,93,FALSE,FALSE,
1,Gurgling Anointer,BRO,NM,en,,104,FALSE,FALSE,
2,Gut Shot,NPH,NM,en,,86,FALSE,FALSE,
1,Gwaihir the Windlord,LTR,NM,en,,210,FALSE,FALSE,
1,Halcyon Glaze,RAV,NM,en,,54,FALSE,FALSE,
1,Halo Forager,MOM,NM,en,,227,FALSE,FALSE,
1,Halo Hopper,MOM,NM,en,,260,FALSE,FALSE,
1,Halo-Charged Skaab,MOM,NM,en,,60,FALSE,FALSE,
2,Hamlet Glutton,WOE,NM,en,,173,FALSE,FALSE,
1,Hankyu,CHK,NM,en,,253,FALSE,FALSE,
1,Hanweir Watchkeep,ISD,NM,en,,145,FALSE,FALSE,
2,Haradrim Spearmaster,LTR,NM,en,,135,FALSE,FALSE,
1,Harbor Serpent,M11,NM,en,,56,FALSE,FALSE,
1,Hardened Scales,40K,NM,en,,215,FALSE,FALSE,
1,Hardened Scales,WOT,NM,en,,55,FALSE,FALSE,
1,Harried Artisan,MOM,NM,en,,143,FALSE,FALSE,
1,Harried Spearguard,WOE,NM,en,,135,FALSE,FALSE,
1,Harrow,40K,NM,en,,216,FALSE,FALSE,
1,Haruspex,40K,NM,en,,91,FALSE,FALSE,
3,Haunted Cloak,CMR,NM,en,,313,FALSE,FALSE,
1,Haunted Cloak,SOI,NM,en,,257,FALSE,FALSE,
1,Haunted Mire,BLC,NM,en,,311,FALSE,FALSE,
2,Haunted Ridge,MID,NM,en,,282,FALSE,FALSE,
1,Hawkins National Laboratory,SLD,NM,en,foil,609,FALSE,FALSE,
1,Haywire Mite,BLC,NM,en,,274,FALSE,FALSE,
1,Haywire Mite,BRO,NM,en,,199,FALSE,FALSE,
2,Hazardous Blast,ONE,NM,en,,135,FALSE,FALSE,
1,Hazel of the Rootbloom,BLC,NM,en,foil,2,FALSE,FALSE,
1,Hazel's Brewmaster,BLC,NM,en,,17,FALSE,FALSE,
1,Hazoret's Monument,DMC,NM,en,,183,FALSE,FALSE,
1,Healer of the Pride,M13,NM,en,,19,FALSE,FALSE,
1,Hearth Elemental,WOE,NM,en,,136,FALSE,FALSE,
1,Heavyweight Demolisher,BRO,NM,en,,160,FALSE,FALSE,
1,Hedron Archive,DMC,NM,en,,184,FALSE,FALSE,
1,"Heiko Yamazaki, the General",NEO,NM,en,,321,FALSE,FALSE,
1,Hellspark Elemental,CON,NM,en,,65,FALSE,FALSE,
1,Helm of the Gods,ORI,NM,en,,230,FALSE,FALSE,
1,Helping Hand,LCI,NM,en,,17,FALSE,FALSE,
4,Hengegate Pathway,KHM,NM,en,,260,FALSE,FALSE,
1,Herald of the Pantheon,C18,NM,en,,151,FALSE,FALSE,
1,Herald's Horn,40K,NM,en,,241,FALSE,FALSE,
1,Hermetic Study,DMR,NM,en,,53,FALSE,FALSE,
1,Hero's Blade,DMC,NM,en,,186,FALSE,FALSE,
1,Hero's Downfall,DMC,NM,en,,112,FALSE,FALSE,
1,Heroes' Podium,DMC,NM,en,,185,FALSE,FALSE,
1,Heroic Intervention,M21,NM,en,,375,FALSE,FALSE,
1,Heroic Intervention,AER,NM,en,,109,FALSE,FALSE,
1,Hexgold Halberd,ONE,NM,en,,136,FALSE,FALSE,
1,Hexgold Slash,ONE,NM,en,,137,FALSE,FALSE,
1,Hidden Cataract,LCI,NM,en,,273,FALSE,FALSE,
1,Hidden Volcano,LCI,NM,en,,277,FALSE,FALSE,
1,Hierophant Bio-Titan,40K,NM,en,,92,FALSE,FALSE,
1,High Fae Negotiator,WOE,NM,en,,94,FALSE,FALSE,
4,High-Speed Hoverbike,NEO,NM,en,,247,FALSE,FALSE,
1,Hissing Iguanar,ALA,NM,en,,104,FALSE,FALSE,
2,Hobbit's Sting,LTR,NM,en,,20,FALSE,FALSE,
3,Hollow Scavenger,WOE,NM,en,,174,FALSE,FALSE,
1,Hollowhenge Scavenger,ISD,NM,en,,188,FALSE,FALSE,
1,Honor-Worn Shaku,DMC,NM,en,,187,FALSE,FALSE,
1,Honored Dreyleader,BLB,NM,en,,178,FALSE,FALSE,
1,Hopeful Vigil,WOE,NM,en,,17,FALSE,FALSE,
1,Hopeless Nightmare,WOE,NM,en,,95,FALSE,FALSE,
1,Horizon Spellbomb,SOM,NM,en,,165,FALSE,FALSE,
1,Hormagaunt Horde,40K,NM,en,,93,FALSE,FALSE,
1,Horned Loch-Whale,WOE,NM,en,,53,FALSE,FALSE,
1,Horned Turtle,M10,NM,en,,55,FALSE,FALSE,
1,Horseshoe Crab,DMR,NM,en,,55,FALSE,FALSE,
1,Hotfoot Gnome,LCI,NM,en,,154,FALSE,FALSE,
4,Hotshot Mechanic,NEO,NM,en,,16,FALSE,FALSE,
1,Howling Banshee,M10,NM,en,,99,FALSE,FALSE,
1,Howling Galefang,WOE,NM,en,,175,FALSE,FALSE,
2,Hull Breach,40K,NM,en,,224,FALSE,FALSE,
1,Hunted Phantasm,RAV,NM,en,,55,FALSE,FALSE,
1,Hunter's Blowgun,LCI,NM,en,,255,FALSE,FALSE,
1,Hunter's Insight,NEC,NM,en,,119,FALSE,FALSE,
1,Hunters' Feast,M11,NM,en,,182,FALSE,FALSE,
1,Hyalopterous Lemure,DMR,NM,en,,89,FALSE,FALSE,
1,Hydroid Krasis,RNA,NM,en,,183,FALSE,FALSE,
1,Hydrosurge,M13,NM,en,,54,FALSE,FALSE,
1,Icatian Javelineers,DMR,NM,en,,9,FALSE,FALSE,
1,Ice Out,WOE,NM,en,,54,FALSE,FALSE,
1,Icewrought Sentry,WOE,NM,en,,55,FALSE,FALSE,
2,Ichor Explosion,NPH,NM,en,,64,FALSE,FALSE,
1,Ichor Rats,SOM,NM,en,,67,FALSE,FALSE,
5,Ichorspit Basilisk,ONE,NM,en,,170,FALSE,FALSE,
1,Icon of Ancestry,40K,NM,en,,242,FALSE,FALSE,
1,Ideas Unbound,SOK,NM,en,,40,FALSE,FALSE,
1,Idol of Oblivion,BLC,NM,en,,277,FALSE,FALSE,
1,Idol of Oblivion,NCC,NM,en,,368,FALSE,FALSE,
1,Idyllic Grange,ELD,NM,en,,246,FALSE,FALSE,
1,Igneous Pouncer,ARB,NM,en,,40,FALSE,FALSE,
1,Illusionary Servant,M10,NM,en,,57,FALSE,FALSE,
1,Illusionary Servant,M10,NM,en,foil,57,FALSE,FALSE,
2,Immolating Souleater,NPH,NM,en,,139,FALSE,FALSE,
1,Imodane's Recruiter,WOE,NM,en,,229,FALSE,FALSE,
3,Imperial Recovery Unit,NEO,NM,en,,18,FALSE,FALSE,
1,Improvised Armor,DMR,NM,en,,10,FALSE,FALSE,
1,In Garruk's Wake,PTHB,NM,en,,100,FALSE,FALSE,
1,Incinerate,10E,NM,en,,213,FALSE,FALSE,
1,Incisor Glider,ONE,NM,en,,15,FALSE,FALSE,
1,Incite,M11,NM,en,,145,FALSE,FALSE,
1,Incorrigible Youths,SOI,NM,en,,166,FALSE,FALSE,
1,Incubation Sac,ONE,NM,en,,171,FALSE,FALSE,
2,Indestructibility,M14,NM,en,,23,FALSE,FALSE,
2,Indoctrination Attendant,ONE,NM,en,,16,FALSE,FALSE,
1,Inevitable Betrayal,MH2,NM,en,,47,FALSE,FALSE,
4,Inexorable Tide,SOM,NM,en,,35,FALSE,FALSE,
2,Infantry Veteran,M11,NM,en,,18,FALSE,FALSE,
1,Infernal Idol,J22,NM,en,,49,FALSE,FALSE,
2,Infested Fleshcutter,ONE,NM,en,,17,FALSE,FALSE,
1,Inga Rune-Eyes,MUL,NM,en,,10,FALSE,FALSE,
1,Ingenious Mastery,STX,NM,en,,297,FALSE,FALSE,
1,Ingenious Prodigy,WOE,NM,en,,333,FALSE,FALSE,
4,Ingenious Smith,AFR,NM,en,,21,FALSE,FALSE,
1,Inkrise Infiltrator,NEO,NM,en,,341,FALSE,FALSE,
1,Inquisitor Exarch,NPH,NM,en,,12,FALSE,FALSE,
1,Insatiable Frugivore,BLC,NM,en,,18,FALSE,FALSE,
2,Insatiable Souleater,NPH,NM,en,,140,FALSE,FALSE,
1,Insolent Neonate,SOI,NM,en,,168,FALSE,FALSE,
3,Inspired Charge,M11,NM,en,,19,FALSE,FALSE,
1,Inspired Charge,MOM,NM,en,,19,FALSE,FALSE,
2,Inspiring Call,40K,NM,en,,217,FALSE,FALSE,
1,Inspiring Captain,SOI,NM,en,,25,FALSE,FALSE,
1,Inspiring Overseer,J22,NM,en,,200,FALSE,FALSE,
1,Inspiring Statuary,AER,NM,en,,160,FALSE,FALSE,
2,Intangible Virtue,WOT,NM,en,,6,FALSE,FALSE,
2,Intercessor's Arrest,NEO,NM,en,,20,FALSE,FALSE,
1,Into the Fae Court,WOE,NM,en,,57,FALSE,FALSE,
1,Invasion of Azgol,MOM,NM,en,,232,FALSE,FALSE,
1,Invasion of Gobakhan,MOM,NM,en,,22,FALSE,FALSE,
1,Invasion of New Phyrexia,MOM,NM,en,,239,FALSE,FALSE,
1,Invasion of Regatha,MOM,NM,en,,148,FALSE,FALSE,
1,Invasion of Ulgrotha,MOM,NM,en,,116,FALSE,FALSE,
1,Invasion of Zendikar,MOM,NM,en,,194,FALSE,FALSE,
2,Inventors' Fair,KLD,NM,en,,247,FALSE,FALSE,
1,Invigorating Hot Spring,NEO,NM,en,,223,FALSE,FALSE,
1,Invigorating Surge,M21,NM,en,,190,FALSE,FALSE,
1,Invoke Calamity,NEO,NM,en,,147,FALSE,FALSE,
2,Involuntary Cooldown,BRO,NM,en,,53,FALSE,FALSE,
1,Ironpaw Aspirant,LCI,NM,en,,18,FALSE,FALSE,
7,Island,,NM,en,,,FALSE,FALSE,
3,Island,MBS,NM,en,,148,FALSE,FALSE,
3,Island,MBS,NM,en,,149,FALSE,FALSE,
3,Island,NPH,NM,en,,168,FALSE,FALSE,
3,Island,NPH,NM,en,,169,FALSE,FALSE,
3,Island,M10,NM,en,,234,FALSE,FALSE,
3,Island,M10,NM,en,,235,FALSE,FALSE,
3,Island,M10,NM,en,,236,FALSE,FALSE,
1,Island,ALA,NM,en,,237,FALSE,FALSE,
3,Island,M10,NM,en,,237,FALSE,FALSE,
1,Island,ELD,NM,en,,254,FALSE,FALSE,
2,Island,ONE,NM,en,,263,FALSE,FALSE,
2,Island,WOE,NM,en,,263,FALSE,FALSE,
2,Island,WOE,NM,en,,270,FALSE,FALSE,
1,Island,BRO,NM,en,,281,FALSE,FALSE,
1,Island,LRW,NM,en,,286,FALSE,FALSE,
1,Island,TSP,NM,en,,289,FALSE,FALSE,
1,Island,RAV,NM,en,,291,FALSE,FALSE,
4,Island,RAV,NM,en,,292,FALSE,FALSE,
4,Island,RAV,NM,en,,293,FALSE,FALSE,
1,Island,RAV,NM,en,,294,FALSE,FALSE,
1,Island,NEO,NM,en,,296,FALSE,FALSE,
7,Island,40K,NM,en,,309,FALSE,FALSE,
1,Island,8ED,NM,en,,335,FALSE,FALSE,
1,Island,8ED,NM,en,,338,FALSE,FALSE,
1,Island,,NM,en,,,FALSE,FALSE,
1,Island,DMR,NM,en,,404,FALSE,FALSE,
1,Isu the Abominable,J22,NM,en,,12,FALSE,FALSE,
2,Ithilien Kingfisher,LTR,NM,en,,58,FALSE,FALSE,
1,Ivory Tower,BRR,NM,en,,23,FALSE,FALSE,
