Count,Name,Edition,Condition,Language,Foil,Collector Number,Alter,Proxy,Purchase Price
1,Walking Ballista,AER,NM,en,,181,FALSE,FALSE,
1,Walking Corpse,M13,NM,en,,116,FALSE,FALSE,
1,Walking Skyscraper,NEO,NM,en,,263,FALSE,FALSE,
2,Wall of Bone,M10,NM,en,,119,FALSE,FALSE,
1,Wall of Fire,M10,NM,en,,162,FALSE,FALSE,
1,Wall of Frost,M10,NM,en,,80,FALSE,FALSE,
1,Wall of Roots,DMU,NM,en,,4,FALSE,FALSE,
1,Wall of Shadows,CHR,NM,en,,,FALSE,FALSE,
1,Wall of Tanglecord,SOM,NM,en,,222,FALSE,FALSE,
1,Wanderer's Intervention,NEO,NM,en,,41,FALSE,FALSE,
1,Wanderguard Sentry,MRD,NM,en,,56,FALSE,FALSE,
1,War Historian,MOM,NM,en,,214,FALSE,FALSE,
1,War Priest of Thune,M11,NM,en,,38,FALSE,FALSE,
2,War Report,NPH,NM,en,,26,FALSE,FALSE,
1,War-Trained Slasher,MOM,NM,en,,172,FALSE,FALSE,
1,Warbriar Blessing,THB,NM,en,,204,FALSE,FALSE,
3,Warehouse Tabby,WOE,NM,en,,117,FALSE,FALSE,
1,Warlord's Axe,M11,NM,en,,220,FALSE,FALSE,
1,Warlord's Elite,BRO,NM,en,,32,FALSE,FALSE,
1,Warm Welcome,SNC,NM,en,foil,164,FALSE,FALSE,
1,Wary Thespian,MOM,NM,en,,215,FALSE,FALSE,
2,Wasteful Harvest,BRO,NM,en,,196,FALSE,FALSE,
1,Watchful Blisterzoa,ONE,NM,en,,78,FALSE,FALSE,
1,Watchwing Scarecrow,SHM,NM,en,,268,FALSE,FALSE,
2,Water Wings,WOE,NM,en,,77,FALSE,FALSE,
1,Waterwind Scout,LCI,NM,en,,84,FALSE,FALSE,
1,Weakstone's Subjugation,BRO,NM,en,,72,FALSE,FALSE,
1,Wear // Tear,DMC,NM,en,,174,FALSE,FALSE,
2,Weatherlight Compleated,DMU,NM,en,,242,FALSE,FALSE,
1,Weatherlight,NEC,NM,en,,165,FALSE,FALSE,
4,Wedding Invitation,VOW,NM,en,,260,FALSE,FALSE,
2,Welcome to Sweettooth,WOE,NM,en,,198,FALSE,FALSE,
1,Werefox Bodyguard,WOE,NM,en,,39,FALSE,FALSE,
1,Whalebone Glider,ICE,NM,en,,,FALSE,FALSE,
1,Where Ancients Tread,ALA,NM,en,,122,FALSE,FALSE,
1,Whip Silk,IN,NM,en,,225,FALSE,FALSE,
1,Whiptongue Hydra,NEC,NM,en,,134,FALSE,FALSE,
1,Whir of Invention,AER,NM,en,,49,FALSE,FALSE,
1,Whirling Strike,BRO,NM,en,,157,FALSE,FALSE,
1,Whirlpool Whelm,LRW,NM,en,,96,FALSE,FALSE,
1,Whisper of the Dross,ONE,NM,en,,117,FALSE,FALSE,
1,Whispersilk Cloak,M11,NM,en,,221,FALSE,FALSE,
1,White Knight,M11,NM,en,,39,FALSE,FALSE,
1,Whitemane Lion,DMR,NM,en,,35,FALSE,FALSE,
2,Whitesun's Passage,SOM,NM,en,,27,FALSE,FALSE,
1,Wicked Slumber,MOM,NM,en,,84,FALSE,FALSE,
1,Wicked Slumber,MOM,NM,en,foil,84,FALSE,FALSE,
1,Wicked Visitor,WOE,NM,en,,118,FALSE,FALSE,
1,Wild Dogs,DMR,NM,en,,351,FALSE,FALSE,
1,Wild Dogs,DMR,NM,en,,183,FALSE,FALSE,
1,Wild Growth,AFC,NM,en,,174,FALSE,FALSE,
1,Wildest Dreams,KLD,NM,en,,174,FALSE,FALSE,
1,Wildwood Escort,MOM,NM,en,,216,FALSE,FALSE,
1,Wildwood Tracker,ELD,NM,en,,183,FALSE,FALSE,
1,Will the Wise,SLD,NM,en,foil,347,FALSE,FALSE,
1,Wind-Scarred Crag,NEO,NM,en,,282,FALSE,FALSE,
1,Windfall,DMU,NM,en,,6,FALSE,FALSE,
1,Windgrace's Judgment,BLC,NM,en,,263,FALSE,FALSE,
2,Wing Commando,BRO,NM,en,,73,FALSE,FALSE,
1,Winged Hive Tyrant,40K,NM,en,,148,FALSE,FALSE,
2,Witch's Cottage,ELD,NM,en,,249,FALSE,FALSE,
1,Witch's Mark,WOE,NM,en,,158,FALSE,FALSE,
1,Withstand Death,SOM,NM,en,,134,FALSE,FALSE,
1,Woe Strider,BLC,NM,en,,189,FALSE,FALSE,
2,Wolf's Quarry,ELD,NM,en,,184,FALSE,FALSE,
1,Wolfwillow Haven,BLC,NM,en,,246,FALSE,FALSE,
2,Wooded Foothills,KTK,NM,en,,249,FALSE,FALSE,
1,Woodland Cemetery,BLC,NM,en,,354,FALSE,FALSE,
1,Woodland Cemetery,DMR,NM,en,,261,FALSE,FALSE,
1,Worldly Counsel,CON,NM,en,,39,FALSE,FALSE,
1,Worldly Tutor,DMR,NM,en,,442,FALSE,FALSE,
1,Wormfang Drake,DMR,NM,en,,74,FALSE,FALSE,
1,Wrap in Vigor,FUT,NM,en,,141,FALSE,FALSE,
1,Wrath of God,DMR,NM,en,,416,FALSE,FALSE,
1,Wrecking Crew,SNC,NM,en,foil,132,FALSE,FALSE,
1,Wrenn's Resolve,MOM,NM,en,,173,FALSE,FALSE,
3,Wretched Anurid,DMR,NM,en,,109,FALSE,FALSE,
1,Wurm's Tooth,DST,NM,en,,162,FALSE,FALSE,
1,Wyll's Reversal,CLB,NM,en,,586,FALSE,FALSE,
1,Yargle and Multani,MOM,NM,en,,256,FALSE,FALSE,
1,"Yargle, Glutton of Urborg",J22,NM,en,,491,FALSE,FALSE,
1,Yavimaya Coast,DMU,NM,en,,382,FALSE,FALSE,
1,Yavimaya Dryad,TSP,NM,en,,235,FALSE,FALSE,
1,Yavimaya Sapherd,DOM,NM,en,,189,FALSE,FALSE,
2,"Yavimaya, Cradle of Growth",MH2,NM,en,,261,FALSE,FALSE,
1,Yoke of the Damned,CON,NM,en,,57,FALSE,FALSE,
1,"Yorvo, Lord of Garenbrig",ELD,NM,en,,185,FALSE,FALSE,
2,Yotian Frontliner,BRO,NM,en,,42,FALSE,FALSE,
1,Yotian Medic,BRO,NM,en,,33,FALSE,FALSE,
1,Yotian Tactician,BRO,NM,en,,228,FALSE,FALSE,
1,You Cannot Pass!,LTR,NM,en,,38,FALSE,FALSE,
1,Young Necromancer,MH2,NM,en,,110,FALSE,FALSE,
1,Youthful Knight,ELD,NM,en,,37,FALSE,FALSE,
1,Zealot's Conviction,ONE,NM,en,,39,FALSE,FALSE,
1,Zephyr Net,LRW,NM,en,,98,FALSE,FALSE,
1,Zephyr Sprite,M10,NM,en,,82,FALSE,FALSE,
1,"Zeriam, Golden Wind",DMC,NM,en,,5,FALSE,FALSE,
1,"Zetalpa, Primal Dawn",DMC,NM,en,,108,FALSE,FALSE,
1,Zhalfirin Shapecraft,MOM,NM,en,,87,FALSE,FALSE,
1,Zoanthrope,40K,NM,en,,149,FALSE,FALSE,
1,Zombie Goliath,M10,NM,en,,123,FALSE,FALSE,
1,Zombie Outlander,CON,NM,en,,133,FALSE,FALSE,
1,Zulaport Cutthroat,BLC,NM,en,,190,FALSE,FALSE,
1,Zulaport Cutthroat,C20,NM,en,,142,FALSE,FALSE,
